PINCODE,CITY
445201,khed
464886,khed
464226,khed
482003,khed
482021,khed
450001,khed
450117,khed
450114,khed
458775,khed
458002,khed
458883,khed
458110,khed
457114,khed
457340,khed
457331,khed
443002,khed
443204,khed
443104,khed
444301,khed
443303,khed
444306,khed
410506,khed
415521,khed
425422,khed
460551,khed
460220,khed
460557,khed
480001,khed
480223,khed
480559,khed
480338,khed
461990,khed
461775,khed
487441,khed
470119,khed
470227,khed
465691,khed
466661,khed
466331,khed
465227,khed
456771,khed
456776,khed
473443,khed
473105,khed
473222,khed
311302,khed
311011,khed
312023,khed
312616,khed
312901,khed
326021,khed
326036,khed
324002,khed
799284,khed
326518,khed
325001,khed
323603,khed
321203,khed
210125,khed
431806,khed
431715,khed
387105,khed
387325,khed
586111,khed
502286,khed
470880,khed
470115,khed
464113,khed
456010,khed
387001,khed
814141,khed
391510,khed
583283,khed
360590,khed
388530,khed
388220,khed
388255,khed
491340,khed
422209,khed
431712,khed
422204,khed
415639,khed
443101,khed
442707,khed
441217,khed
441701,khed
441601,khed
441916,khed
441911,khed
441210,khed
441502,khed
445110,khed
445323,khed
412213,khed
410505,khed
464334,khed
464224,khed
464114,khed
464111,khed
483119,khed
483330,khed
483331,khed
450110,khed
450771,khed
450661,khed
450445,khed
451001,khed
451441,khed
451225,khed
457773,khed
465674,khed
465679,khed
423101,khed
481661,khed
481998,khed
465693,khed
465683,khed
466001,khed
465223,khed
465220,khed
465230,khed
465333,khed
465447,khed
456224,khed
456440,khed
456665,khed
456221,khed
473335,khed
473445,khed
473793,khed
473775,khed
476001,khed
480882,khed
460668,khed
480331,khed
480337,khed
487770,khed
470771,khed
470004,khed
321024,khed
321403,khed
328041,khed
322213,khed
322215,khed
322236,khed
321611,khed
311801,khed
312605,khed
312623,khed
314034,khed
325219,khed
323001,khed
799256,khed
284126,khed
470672,khed
431514,khed
387340,khed
387380,khed
387315,khed
391145,khed
833204,khed
388215,khed
389190,khed
383220,khed
396050,khed
125055,khed
493101,khed
481117,khed
481116,khed
481666,khed
460665,khed
460666,khed
480224,khed
480105,khed
443112,khed
444303,khed
444201,khed
441807,khed
483113,khed
451115,khed
451113,khed
451221,khed
458389,khed
458990,khed
458888,khed
458556,khed
458113,khed
458339,khed
465339,khed
465445,khed
465449,khed
456550,khed
473446,khed
473332,khed
473638,khed
473990,khed
475661,khed
431402,khed
461771,khed
487001,khed
487114,khed
487661,khed
487110,khed
470775,khed
470663,khed
464570,khed
464221,khed
454660,khed
425423,khed
422205,khed
423301,khed
431708,khed
431721,khed
413525,khed
416313,khed
311403,khed
321410,khed
322242,khed
327027,khed
326502,khed
325207,khed
326519,khed
323024,khed
313022,khed
313705,khed
206253,khed
388260,khed
387375,khed
387003,khed
460225,khed
457333,khed
441301,khed
387210,khed
396060,khed
389172,khed
396230,khed
383002,khed
480997,khed
462046,khed
480110,khed
443404,khed
442906,khed
442304,khed
454111,khed
483225,khed
458558,khed
458226,khed
457661,khed
457770,khed
456668,khed
473113,khed
473670,khed
475110,khed
475115,khed
442106,khed
445102,khed
410504,khed
410512,khed
415501,khed
415003,khed
461115,khed
487330,khed
470772,khed
470118,khed
464665,khed
464258,khed
425414,khed
423303,khed
423105,khed
422402,khed
431522,khed
413529,khed
413508,khed
431703,khed
311024,khed
303313,khed
344031,khed
344801,khed
341511,khed
327025,khed
314036,khed
326023,khed
326038,khed
305921,khed
370130,khed
480112,khed
461110,khed
450551,khed
425410,khed
410204,khopoli
410203,khopoli
782462,kim
581333,kim
416302,kim
798611,kim
450331,kim
144507,kim
790116,kim
767026,kim
767038,kim
246472,kim
246113,kim
791121,kim
394110,kim
523327,kim
394160,kim
392170,kim
441902,kim
577415,kim
673122,kim
743273,kim
735210,kim
737102,kim
533429,kim
765020,kim
141107,kim
764043,kim
246421,kim
246488,kim
202131,kim
625201,kim
734301,kim
500078,kim
848134,kim
509338,kim
384285,kim
798604,kim
142042,kim
764037,kim
246121,kim
249141,kim
737103,kim
531077,kim
785685,kim
148034,kim
143511,kim
344701,kim
246455,kim
246481,kim
743435,kim
500014,kim
759143,kim
737121,kim
416214,kolhapur
416215,kolhapur
416232,kolhapur
416220,kolhapur
416221,kolhapur
416110,kolhapur
416107,kolhapur
416138,kolhapur
416109,kolhapur
416143,kolhapur
416101,kolhapur
416114,kolhapur
416106,kolhapur
416112,kolhapur
416005,kolhapur
416205,kolhapur
416204,kolhapur
416001,kolhapur
416230,kolhapur
416211,kolhapur
416010,kolhapur
416212,kolhapur
416505,kolhapur
416229,kolhapur
416213,kolhapur
416208,kolhapur
416509,kolhapur
416552,kolhapur
416501,kolhapur
416502,kolhapur
416506,kolhapur
416203,kolhapur
416207,kolhapur
416210,kolhapur
416218,kolhapur
416507,kolhapur
416526,kolhapur
416503,kolhapur
415101,kolhapur
416223,kolhapur
416122,kolhapur
416504,kolhapur
416551,kolhapur
416201,kolhapur
416202,kolhapur
416118,kolhapur
416235,kolhapur
416108,kolhapur
416013,kolhapur
416002,kolhapur
416012,kolhapur
416120,kolhapur
416105,kolhapur
416111,kolhapur
416102,kolhapur
416104,kolhapur
416146,kolhapur
416103,kolhapur
416231,kolhapur
416206,kolhapur
416119,kolhapur
416508,kolhapur
416234,kolhapur
416219,kolhapur
416004,kolhapur
416144,kolhapur
416113,kolhapur
416527,kolhapur
416003,kolhapur
416008,kolhapur
416006,kolhapur
416007,kolhapur
500072,kukatpally
500972,kukatpally
131028,kundli
314030,kundli
382245,kundli
131030,kundli
413802,kurkumbh
410401,lonavala
643212,madurai
603210,madurai
625501,madurai
625514,madurai
625016,madurai
625207,madurai
625214,madurai
625019,madurai
625021,madurai
625221,madurai
625234,madurai
625218,madurai
625008,madurai
625703,madurai
625022,madurai
625702,madurai
625708,madurai
625704,madurai
625005,madurai
625301,madurai
625017,madurai
625020,madurai
625102,madurai
625103,madurai
625009,madurai
625014,madurai
625104,madurai
625105,madurai
625122,madurai
625110,madurai
625109,madurai
623701,madurai
625527,madurai
625529,madurai
625532,madurai
625537,madurai
625535,madurai
625015,madurai
625101,madurai
625001,madurai
625002,madurai
625205,madurai
625402,madurai
625018,madurai
625701,madurai
625003,madurai
625006,madurai
625707,madurai
625106,madurai
625107,madurai
625705,madurai
625012,madurai
625011,madurai
630606,madurai
622002,madurai
625007,madurai
623517,madurai
607203,madurai
625023,madurai
601102,madurai
632502,madurai
624802,madurai
625004,madurai
845455,masjid
743312,masjid
712202,masjid
110048,masjid
190002,masjid
400003,masjid
250617,meerut
250341,meerut
250221,meerut
250404,meerut
250104,meerut
250004,meerut
250222,meerut
250106,meerut
250402,meerut
250401,meerut
250406,meerut
250223,meerut
250342,meerut
250344,meerut
250002,meerut
250626,meerut
250501,meerut
245206,meerut
250205,meerut
250502,meerut
250110,meerut
250103,meerut
250003,meerut
250005,meerut
363660,morbi
363630,morbi
363670,morbi
363641,morbi
363642,morbi
360003,morbi
363650,morbi
363621,morbi
363330,morbi
363351,morbi
363643,morbi
363623,morbi
400118,mumbai central
400008,mumbai central
573210,mysore
673602,mysore
481441,nagpur
441122,nagpur
440023,nagpur
441201,nagpur
441501,nagpur
441404,nagpur
441401,nagpur
441101,nagpur
441202,nagpur
441104,nagpur
441105,nagpur
441113,nagpur
441107,nagpur
441306,nagpur
441214,nagpur
441204,nagpur
440003,nagpur
440014,nagpur
440034,nagpur
440018,nagpur
440026,nagpur
440013,nagpur
440001,nagpur
440010,nagpur
440030,nagpur
440012,nagpur
440006,nagpur
440025,nagpur
440021,nagpur
441112,nagpur
441103,nagpur
125061,nagpur
441110,nagpur
441614,nagpur
441302,nagpur
441111,nagpur
441303,nagpur
441305,nagpur
276402,nagpur
440024,nagpur
440008,nagpur
440017,nagpur
440022,nagpur
440015,nagpur
440038,nagpur
441109,nagpur
440002,nagpur
802118,nagpur
491001,nagpur
497442,nagpur
221712,nagpur
440027,nagpur
440029,nagpur
440019,nagpur
440036,nagpur
440005,nagpur
440007,nagpur
441001,nagpur
802122,nagpur
224149,nagpur
440020,nagpur
440016,nagpur
441123,nagpur
125051,nagpur
440035,nagpur
440032,nagpur
440037,nagpur
440033,nagpur
431704,nanded
431745,nanded
431746,nanded
431801,nanded
431710,nanded
431810,nanded
431717,nanded
431722,nanded
431811,nanded
431741,nanded
431802,nanded
431803,nanded
431804,nanded
431711,nanded
431742,nanded
431719,nanded
431709,nanded
431743,nanded
431707,nanded
431723,nanded
431602,nanded
431606,nanded
431713,nanded
431605,nanded
431604,nanded
431601,nanded
431603,nanded
431809,nanded
431714,nanded
431808,nanded
431731,nanded
431716,nanded
431724,nanded
441221,nanded
411068,nanded
423212,nashik
422303,nashik
423108,nashik
423208,nashik
423110,nashik
423117,nashik
423206,nashik
423205,nashik
422010,nashik
422203,nashik
422207,nashik
422208,nashik
422211,nashik
422212,nashik
422213,nashik
422215,nashik
422502,nashik
422201,nashik
422401,nashik
422112,nashik
422403,nashik
422102,nashik
422103,nashik
422214,nashik
423402,nashik
423201,nashik
423102,nashik
422308,nashik
423501,nashik
423213,nashik
422306,nashik
423204,nashik
423106,nashik
423203,nashik
422009,nashik
422011,nashik
422006,nashik
422113,nashik
422101,nashik
422302,nashik
423302,nashik
422304,nashik
423111,nashik
422013,nashik
422606,nashik
422105,nashik
422104,nashik
423502,nashik
423403,nashik
422002,nashik
422222,nashik
422014,nashik
422501,nashik
422012,nashik
422005,nashik
422001,nashik
422008,nashik
422301,nashik
422221,nashik
422206,nashik
396325,navsari
396521,navsari
396570,navsari
396540,navsari
396040,navsari
396560,navsari
396580,navsari
396310,navsari
396350,navsari
396360,navsari
396427,navsari
396433,navsari
396430,navsari
396436,navsari
396460,navsari
396466,navsari
396463,navsari
396469,navsari
396475,navsari
396051,navsari
396418,navsari
396590,navsari
396406,navsari
396409,navsari
396415,navsari
396450,navsari
396439,navsari
396403,navsari
396421,navsari
396445,navsari
396110,navsari
396412,navsari
396472,navsari
396380,navsari
396370,navsari
396530,navsari
854202,nipani
465685,nipani
734423,nipani
491227,nipani
493118,nipani
325220,nipani
413510,nipani
415403,nipani
442001,nipani
486006,nipani
244901,nipani
591237,nipani
491223,nipani
496220,nipani
465226,nipani
465113,nipani
273308,nipani
457119,nipani
413534,nipani
285130,nipani
201303,noida
201320,noida
201301,noida
201316,noida
201310,noida
201307,noida
201318,noida
201309,noida
201302,noida
201317,noida
201306,noida
385505,odhav
382255,odhav
385535,odhav
384230,odhav
412304,odhav
382415,odhav
382120,odhav
382115,odhav
574328,olpad
394540,olpad
421312,palghar
401201,palghar
401501,palghar
401602,palghar
401603,palghar
401403,palghar
401604,palghar
401203,palghar
401606,palghar
401502,palghar
401102,palghar
401208,palghar
401605,palghar
401303,palghar
401601,palghar
401607,palghar
401209,palghar
401405,palghar
401404,palghar
401503,palghar
401504,palghar
401204,palghar
401105,palghar
401701,palghar
401402,palghar
401207,palghar
401202,palghar
401305,palghar
401301,palghar
401304,palghar
401302,palghar
401608,palghar
401702,palghar
401703,palghar
401506,palghar
401401,palghar
401205,palghar
396185,palsana
244402,palsana
382725,palsana
246761,palsana
394315,palsana
332402,palsana
416310,palus
410221,panvel
410206,panvel
502319,patancheru
560058,peenya
560057,peenya
412115,pirangut
454775,pithampur
454774,pithampur
495671,pithampur
605007,pondicherry
607402,pondicherry
605010,pondicherry
605009,pondicherry
605501,pondicherry
605110,pondicherry
605107,pondicherry
605106,pondicherry
605002,pondicherry
605003,pondicherry
605013,pondicherry
605011,pondicherry
605012,pondicherry
605105,pondicherry
605004,pondicherry
607403,pondicherry
605008,pondicherry
605005,pondicherry
605014,pondicherry
605111,pondicherry
605001,pondicherry
605006,pondicherry
600056,poonamalle
507165,pune
411033,pune
412105,pune
412401,pune
412406,pune
412410,pune
413105,pune
413130,pune
412206,pune
413801,pune
412101,pune
412109,pune
410509,pune
412408,pune
411025,pune
410502,pune
412404,pune
410515,pune
410405,pune
412203,pune
412216,pune
410510,pune
412201,pune
412219,pune
412218,pune
410503,pune
412211,pune
413120,pune
412102,pune
412409,pune
413132,pune
413110,pune
412108,pune
412308,pune
412412,pune
412104,pune
412301,pune
412210,pune
412306,pune
412204,pune
412208,pune
410507,pune
412202,pune
412402,pune
412106,pune
412207,pune
412305,pune
413114,pune
412214,pune
411001,pune
411028,pune
411013,pune
411047,pune
411037,pune
411027,pune
411014,pune
411006,pune
411057,pune
411051,pune
411002,pune
411038,pune
411005,pune
411042,pune
411052,pune
411024,pune
411030,pune
411016,pune
411071,pune
410403,pune
410301,pune
412215,pune
412212,pune
411023,pune
412411,pune
413104,pune
410513,pune
413106,pune
410402,pune
412220,pune
412403,pune
412107,pune
412311,pune
410406,pune
412110,pune
411003,pune
411062,pune
411015,pune
411019,pune
411017,pune
411004,pune
411020,pune
411007,pune
411009,pune
412112,pune
412307,pune
410511,pune
412103,pune
411048,pune
412405,pune
413103,pune
413115,pune
410517,pune
412209,pune
410516,pune
411032,pune
411031,pune
411012,pune
411034,pune
411018,pune
411036,pune
411022,pune
411044,pune
411046,pune
411011,pune
411041,pune
411058,pune
411067,pune
410508,pune
413211,pune
411021,pune
411035,pune
411061,pune
411040,pune
411070,pune
411008,pune
411073,pune
410302,pune
413116,pune
412312,pune
411060,pune
411043,pune
411045,pune
411069,pune
411081,pune
360311,rajkot
360485,rajkot
360040,rajkot
360410,rajkot
360320,rajkot
360050,rajkot
360360,rajkot
360370,rajkot
360470,rajkot
360070,rajkot
360421,rajkot
360330,rajkot
360440,rajkot
360045,rajkot
360055,rajkot
360020,rajkot
360022,rajkot
360023,rajkot
360021,rajkot
360004,rajkot
360005,rajkot
360025,rajkot
360060,rajkot
360325,rajkot
360002,rajkot
360001,rajkot
360006,rajkot
365435,rajkot
365480,rajkot
360450,rajkot
360465,rajkot
360035,rajkot
360024,rajkot
363440,rajkot
304802,rajkot
360026,rajkot
360460,rajkot
360030,rajkot
360380,rajkot
360452,rajkot
360430,rajkot
360007,rajkot
360008,rajkot
360375,rajkot
764077,rajkot
363520,rajkot
496115,rajkot
360028,rajkot
631004,ranipet
631003,ranipet
632531,ranipet
631002,ranipet
631052,ranipet
632514,ranipet
631102,ranipet
631151,ranipet
632501,ranipet
632509,ranipet
632506,ranipet
632507,ranipet
632508,ranipet
632517,ranipet
632512,ranipet
632513,ranipet
631006,ranipet
631005,ranipet
632318,ranipet
632521,ranipet
604407,ranipet
761201,ranipet
632505,ranipet
631101,ranipet
632510,ranipet
632503,ranipet
632404,ranipet
632405,ranipet
632518,ranipet
632511,ranipet
631001,ranipet
632403,ranipet
632520,ranipet
632504,ranipet
530002,ranipet
631152,ranipet
632401,ranipet
632515,ranipet
632406,ranipet
632516,ranipet
583201,ranipet
803107,roha
829121,roha
370030,roha
483440,roha
442302,roha
244221,roha
244231,roha
244235,roha
244241,roha
244501,roha
244401,roha
244102,roha
244255,roha
722133,roha
562112,roha
244251,roha
846010,roha
852161,roha
176093,roha
126112,roha
488448,roha
152122,roha
327602,roha
306421,roha
244236,roha
402116,roha
402109,roha
131403,roha
814152,roha
244245,roha
244242,roha
175031,roha
171208,roha
493228,roha
124501,roha
175006,roha
486661,roha
327601,roha
229401,roha
224146,roha
244222,roha
244223,roha
251202,roha
193301,roha
174032,roha
570028,roha
442306,roha
486886,roha
209204,roha
241001,roha
273407,roha
221108,roha
125047,roha
560091,roha
562135,roha
124106,roha
174031,roha
314001,roha
700135,roha
271302,roha
841405,salem
813209,salem
767060,salem
637101,salem
637102,salem
637103,salem
637301,salem
637104,salem
637105,salem
636101,salem
636104,salem
636105,salem
636107,salem
636108,salem
636141,salem
636119,salem
636112,salem
636114,salem
636121,salem
636115,salem
636116,salem
636117,salem
637501,salem
636138,salem
636015,salem
636010,salem
636139,salem
636203,salem
636006,salem
636111,salem
636122,salem
636308,salem
636601,salem
636451,salem
636354,salem
637502,salem
636404,salem
636011,salem
636302,salem
636501,salem
636351,salem
636309,salem
636012,salem
636303,salem
636009,salem
636452,salem
636458,salem
636453,salem
636304,salem
636305,salem
636306,salem
636307,salem
636502,salem
209731,salem
285123,salem
621110,salem
207401,salem
207403,salem
799278,salem
305815,salem
637107,salem
637303,salem
636102,salem
636109,salem
636003,salem
636103,salem
636008,salem
637504,salem
606201,salem
636001,salem
521328,salem
835231,salem
637302,salem
636110,salem
636113,salem
636106,salem
636030,salem
636455,salem
636503,salem
322240,salem
221709,salem
226101,salem
205265,salem
636118,salem
636004,salem
636016,salem
636007,salem
636005,salem
636457,salem
824235,salem
844122,salem
813101,salem
802351,salem
125052,salem
322230,salem
638183,salem
636204,salem
636454,salem
636403,salem
275204,salem
621011,salem
277203,salem
636014,salem
636017,salem
636406,salem
636402,salem
636401,salem
637407,salem
636013,salem
494224,salem
804427,salem
801304,salem
847234,salem
636140,salem
303511,salem
322202,salem
321409,salem
209402,salem
225306,salem
203001,salem
202124,salem
203203,salem
283136,salem
247001,salem
272130,salem
209747,salem
212650,salem
243635,salem
628218,salem
636456,salem
851217,salem
847427,salem
845406,salem
847223,salem
841411,salem
843329,salem
796005,salem
328021,salem
328022,salem
226501,salem
281306,salem
212202,salem
283122,salem
203202,salem
283204,salem
274409,salem
636002,salem
621118,salem
382110,sanand
416401,sangli
416303,sangli
416402,sangli
416403,sangli
416404,sangli
416405,sangli
416407,sangli
416412,sangli
416311,sangli
416419,sangli
416420,sangli
416312,sangli
416413,sangli
416314,sangli
416418,sangli
416415,sangli
415401,sangli
416301,sangli
415301,sangli
415303,sangli
415315,sangli
415305,sangli
415307,sangli
416308,sangli
415405,sangli
416309,sangli
416436,sangli
415309,sangli
416408,sangli
415408,sangli
415311,sangli
415415,sangli
332025,sangli
416409,sangli
415402,sangli
415404,sangli
416307,sangli
415308,sangli
416416,sangli
416410,sangli
416316,sangli
415302,sangli
416304,sangli
416305,sangli
416315,sangli
415304,sangli
416306,sangli
415310,sangli
415407,sangli
415414,sangli
415411,sangli
416317,sangli
416429,sangli
415412,sangli
416417,sangli
416406,sangli
416411,sangli
415306,sangli
415406,sangli
415410,sangli
416437,sangli
415413,sangli
415313,sangli
416414,sangli
415418,sangli
505331,satara
415510,satara
415520,satara
415508,satara
415211,satara
415112,satara
415540,satara
415507,satara
415103,satara
415207,satara
415106,satara
415538,satara
415509,satara
415111,satara
415206,satara
415114,satara
415014,satara
415109,satara
415115,satara
415020,satara
415503,satara
412802,satara
415505,satara
415527,satara
415015,satara
412806,satara
415012,satara
415004,satara
415519,satara
415013,satara
415525,satara
415502,satara
412801,satara
415528,satara
415011,satara
415526,satara
415524,satara
415022,satara
412803,satara
415312,satara
415108,satara
415504,satara
415021,satara
415116,satara
415209,satara
415512,satara
415506,satara
415518,satara
412804,satara
415530,satara
415513,satara
412805,satara
415517,satara
415102,satara
415105,satara
415104,satara
415122,satara
415537,satara
415019,satara
415107,satara
415536,satara
415522,satara
415212,satara
415515,satara
415023,satara
442903,satara
415001,satara
415516,satara
248011,selaqui
577202,shimoga
577201,shimoga
577425,shimoga
445301,shiroli
591302,shiroli
413223,shivane
416713,shivane
416702,shivane
176215,sidhpur
175040,sidhpur
143116,sidhpur
242303,sidhpur
210205,sidhpur
824206,sidhpur
140802,sidhpur
285127,sidhpur
176021,sidhpur
176064,sidhpur
132117,sidhpur
144040,sidhpur
384151,sidhpur
416605,sindhudurg
416608,sindhudurg
416614,sindhudurg
416623,sindhudurg
416632,sindhudurg
416612,sindhudurg
416602,sindhudurg
416604,sindhudurg
416703,sindhudurg
416615,sindhudurg
416630,sindhudurg
416601,sindhudurg
416616,sindhudurg
416610,sindhudurg
416812,sindhudurg
416801,sindhudurg
416813,sindhudurg
416810,sindhudurg
416510,sindhudurg
416511,sindhudurg
416512,sindhudurg
416521,sindhudurg
416531,sindhudurg
416520,sindhudurg
416514,sindhudurg
416519,sindhudurg
416518,sindhudurg
416516,sindhudurg
416513,sindhudurg
416528,sindhudurg
416515,sindhudurg
416549,sindhudurg
416628,sindhudurg
416626,sindhudurg
416603,sindhudurg
416804,sindhudurg
416811,sindhudurg
416534,sindhudurg
416611,sindhudurg
416550,sindhudurg
416525,sindhudurg
416524,sindhudurg
416613,sindhudurg
416803,sindhudurg
416807,sindhudurg
416609,sindhudurg
416805,sindhudurg
416523,sindhudurg
416522,sindhudurg
416529,sindhudurg
416620,sindhudurg
416806,sindhudurg
416606,sindhudurg
416517,sindhudurg
413304,solapur
413101,solapur
413212,solapur
413315,solapur
413309,solapur
413202,solapur
413203,solapur
413208,solapur
413209,solapur
413250,solapur
413107,solapur
413305,solapur
413319,solapur
413301,solapur
413109,solapur
413310,solapur
413252,solapur
413111,solapur
413251,solapur
413112,solapur
413409,solapur
413216,solapur
413214,solapur
413226,solapur
413220,solapur
413406,solapur
413215,solapur
413253,solapur
413219,solapur
413221,solapur
413255,solapur
413227,solapur
413222,solapur
413404,solapur
413248,solapur
413002,solapur
413008,solapur
413412,solapur
413402,solapur
413228,solapur
413218,solapur
413322,solapur
413410,solapur
413003,solapur
413224,solapur
413302,solapur
413206,solapur
413317,solapur
413314,solapur
413306,solapur
413210,solapur
413113,solapur
413006,solapur
413324,solapur
413108,solapur
413308,solapur
413118,solapur
413303,solapur
413004,solapur
413005,solapur
805101,solapur
413217,solapur
413403,solapur
413001,solapur
591313,solapur
626139,solapur
413007,solapur
396510,surat
394140,surat
394305,surat
394310,surat
394163,surat
394335,surat
394180,surat
394240,surat
394340,surat
394250,surat
394330,surat
394350,surat
394246,surat
394248,surat
394620,surat
394355,surat
394185,surat
394550,surat
394530,surat
394517,surat
395005,surat
394520,surat
394125,surat
395004,surat
394112,surat
394421,surat
394410,surat
394130,surat
394210,surat
394445,surat
394430,surat
395013,surat
394405,surat
394440,surat
395012,surat
394325,surat
395001,surat
394518,surat
394230,surat
395002,surat
335804,surat
394150,surat
394352,surat
394320,surat
394170,surat
395009,surat
395007,surat
395010,surat
314037,surat
335503,surat
262906,surat
395017,surat
394510,surat
394270,surat
395006,surat
395015,surat
395003,surat
394235,surat
394107,surat
394651,surat
394155,surat
335805,surat
394345,surat
394601,surat
394245,surat
395011,surat
394105,surat
301022,surat
394326,surat
394516,surat
395023,surat
394221,surat
395008,surat
575014,surat
225304,surat
394317,surat
413623,surat
143605,surat
303504,surat
331023,surat
394327,surat
394190,surat
394515,surat
394101,surat
363745,surendranagar
363410,surendranagar
363115,surendranagar
363310,surendranagar
363040,surendranagar
363423,surendranagar
363775,surendranagar
363421,surendranagar
363510,surendranagar
363765,surendranagar
363320,surendranagar
363435,surendranagar
363430,surendranagar
363427,surendranagar
363530,surendranagar
363030,surendranagar
363110,surendranagar
517583,surendranagar
363750,surendranagar
363760,surendranagar
363020,surendranagar
363001,surendranagar
363755,surendranagar
363780,surendranagar
743347,surendranagar
402104,talegaon
402111,talegaon
413519,talegaon
445002,talegaon
421401,talegaon
445202,talegaon
508256,thane
533216,thane
517642,thane
176316,thane
416705,thane
421603,thane
421402,thane
421602,thane
421605,thane
421505,thane
421103,thane
421302,thane
421101,thane
401101,thane
401106,thane
221207,thane
626607,thane
400614,thane
400706,thane
400705,thane
400703,thane
421506,thane
421002,thane
421301,thane
421306,thane
421005,thane
400608,thane
400615,thane
400603,thane
400607,thane
400708,thane
421403,thane
400612,thane
421311,thane
441208,thane
425412,thane
630602,thane
400701,thane
400709,thane
421501,thane
421502,thane
400610,thane
400601,thane
401107,thane
172030,thane
421204,thane
421102,thane
442203,thane
481222,thane
224118,thane
400710,thane
421004,thane
421202,thane
400605,thane
400609,thane
481331,thane
402106,thane
402125,thane
400602,thane
421305,thane
400604,thane
563135,thane
627351,thane
136118,thane
400606,thane
572227,tumkur
562163,tumkur
585355,tumkur
585202,tumkur
176314,udaipur
471405,udaipur
471606,udaipur
313011,udaipur
313706,udaipur
313603,udaipur
313804,udaipur
313205,udaipur
313026,udaipur
313905,udaipur
313201,udaipur
313803,udaipur
307025,udaipur
313703,udaipur
313203,udaipur
313708,udaipur
313906,udaipur
313204,udaipur
313801,udaipur
313701,udaipur
313802,udaipur
313027,udaipur
313206,udaipur
313902,udaipur
313704,udaipur
313805,udaipur
313903,udaipur
313003,udaipur
313001,udaipur
313322,udaipur
313601,udaipur
313901,udaipur
271207,udaipur
464770,udaipur
497117,udaipur
313024,udaipur
700049,udaipur
491885,udaipur
313202,udaipur
313904,udaipur
313602,udaipur
313031,udaipur
303509,udaipur
272207,udaipur
221101,udaipur
261001,udaipur
207248,udaipur
313002,udaipur
333307,udaipur
829206,udaipur
822122,udaipur
246722,udaipur
802220,udaipur
134008,udaipur
209214,udaipur
261125,udaipur
284402,udaipur
313004,udaipur
175142,udaipur
313806,udaipur
848210,udaipur
822118,udaipur
822125,udaipur
230125,udaipur
262701,udaipur
723155,udaipur
202142,udaipur
393105,vadodara
392220,vadodara
391105,vadodara
391110,vadodara
391250,vadodara
390019,vadodara
390022,vadodara
390009,vadodara
390012,vadodara
391310,vadodara
391780,vadodara
391740,vadodara
391774,vadodara
391450,vadodara
391220,vadodara
391330,vadodara
391240,vadodara
391440,vadodara
391350,vadodara
391243,vadodara
391445,vadodara
391761,vadodara
391520,vadodara
391530,vadodara
391770,vadodara
391745,vadodara
391775,vadodara
391760,vadodara
390006,vadodara
390001,vadodara
390014,vadodara
390013,vadodara
390011,vadodara
390020,vadodara
390003,vadodara
391340,vadodara
391101,vadodara
390007,vadodara
362275,vadodara
391115,vadodara
391107,vadodara
390010,vadodara
391244,vadodara
391421,vadodara
391430,vadodara
392310,vadodara
390004,vadodara
391320,vadodara
391410,vadodara
391125,vadodara
390018,vadodara
390026,vadodara
391750,vadodara
390016,vadodara
391345,vadodara
390023,vadodara
362255,vadodara
390017,vadodara
390021,vadodara
382355,vadodara
390002,vadodara
390025,vadodara
390024,vadodara
391776,vadodara
396045,valsad
396020,valsad
396105,valsad
396193,valsad
396375,valsad
396030,valsad
396125,valsad
396126,valsad
396067,valsad
396065,valsad
396235,valsad
396145,valsad
396055,valsad
396150,valsad
396385,valsad
396007,valsad
396191,valsad
396035,valsad
396135,valsad
396140,valsad
396170,valsad
396130,valsad
396155,valsad
396195,valsad
396002,valsad
396001,valsad
396165,valsad
396115,valsad
396180,valsad
396171,valsad
396120,valsad
362110,vapi
361335,vasai
505403,vasai
384275,vasai
384565,vasai
383460,vasai
627412,vasai
383450,vasai
384340,vasai
382445,vatva
504272,wada
502331,wada
505525,wada
535527,wada
533288,wada
533342,wada
507302,wada
801302,wada
805132,wada
805102,wada
805103,wada
805104,wada
805106,wada
805141,wada
805107,wada
805108,wada
805109,wada
805122,wada
805111,wada
805121,wada
805123,wada
805124,wada
805112,wada
805126,wada
805127,wada
805129,wada
494001,wada
494553,wada
494450,wada
494449,wada
494441,wada
494556,wada
494552,wada
518002,wada
851201,wada
847201,wada
848114,wada
802154,wada
509209,wada
506103,wada
504304,wada
504204,wada
822114,wada
835234,wada
835210,wada
585402,wada
494442,wada
494115,wada
394670,wada
581316,wada
581339,wada
389115,wada
385320,wada
385210,wada
385330,wada
385520,wada
385545,wada
382150,wada
384415,wada
384266,wada
383350,wada
383422,wada
480771,wada
480884,wada
480886,wada
482051,wada
451556,wada
442702,wada
442905,wada
442919,wada
456222,wada
476339,wada
144603,wada
311804,wada
312615,wada
314801,wada
314402,wada
326512,wada
325009,wada
325216,wada
790102,wada
764047,wada
764044,wada
143601,wada
303325,wada
322214,wada
321610,wada
322025,wada
307028,wada
248005,wada
246745,wada
212218,wada
212507,wada
384530,wada
394710,wada
389152,wada
805114,wada
503187,wada
805125,wada
494336,wada
494662,wada
505503,wada
506381,wada
506102,wada
515425,wada
531032,wada
533295,wada
534218,wada
813105,wada
835102,wada
583137,wada
585413,wada
491995,wada
385515,wada
385555,wada
382220,wada
382170,wada
382042,wada
385340,wada
383430,wada
383251,wada
383345,wada
383210,wada
393115,wada
825312,wada
124109,wada
389170,wada
